trial,run,cval,subj,value
1,0,0.33411250000000026,200,1
2,-1,-0.11785625000000038,200,4
3,0,0.17283124999999996,200,2
4,0,0.12363750000000018,200,4
5,3,0.12523750000000036,200,4
6,0,-0.08315625000000015,200,2
7,0,0.22847500000000004,200,4
8,-3,0.22763750000000035,200,4
9,1,0.07725957690108633,200,5
10,0,0.7888375000000001,200,4
11,0,0.14863749999999964,200,2
12,-3,0.2828187500000003,200,5
13,1,0.21833124999999967,200,3
14,0,0.5853562500000005,200,3
15,-2,0.13041875000000006,200,4
16,0,0.5027687500000002,200,4
17,2,0.009018750000000113,200,3
18,0,0.13771534090909116,200,4
19,-2,0.2704062500000004,200,2
20,0,0.5604562499999999,200,1
21,0,-0.06020000000000037,200,3
22,3,0.48653750000000007,200,2
23,-1,0.5347937500000006,200,3
24,1,0.4500562500000002,200,2
25,0,0.43142500000000045,200,4
26,-2,0.22118125000000005,200,4
27,1,0.4397425810904075,200,4
28,-1,-0.020337500000000213,200,3
29,0,0.18109374999999994,200,4
30,2,0.35361874999999965,200,3
31,0,0.16750000000000043,200,4
32,-2,0.002481249999999685,200,2
33,0,0.31343125000000044,200,4
34,2,0.29471874999999975,200,3
35,-1,0.3039062500000005,200,3
36,1,0.7881062500000003,200,4
37,-1,0.05010000000000026,200,3
38,0,0.4900624999999998,200,4
39,2,0.028218749999999994,200,3
40,-1,0.5082187499999997,200,2
41,1,0.2036618357487927,200,4
42,-1,0.8589937500000004,200,4
43,1,-0.1121249999999999,200,3
44,-1,0.19920565907522442,200,2
45,1,0.043218750000000125,200,3
46,0,0.20842500000000008,200,3
1,0,0.27663194444444456,198,3
2,-1,-0.0010562500000005192,198,5
3,0,-1.5000000000037206e-4,198,1
4,0,-0.09296874999999945,198,4
5,3,-0.07172500000000048,198,3
6,0,-0.03249999999999931,198,1
7,0,0.20483712905451998,198,5
8,-3,-0.039587500000000386,198,4
9,0,3.423050379570491e-4,198,2
10,2,-0.045137499999999775,198,3
11,-1,-0.03424375000000019,198,4
12,0,-0.021675000000000083,198,4
13,2,-0.022187499999999673,198,3
14,-1,-0.00888124999999974,198,4
15,1,0.026874999999999587,198,3
16,0,-0.06088749999999994,198,5
17,0,0.04836874999999992,198,3
18,-3,-0.01840625000000034,198,2
19,0,0.2749499999999997,198,4
20,2,0.021743750000000422,198,4
21,-1,0.005175000000000002,198,4
22,1,0.04730625000000011,198,4
23,-1,-0.015606918238993406,198,2
24,0,0.21366874999999996,198,4
25,2,-0.025618750000000155,198,3
26,-1,0.10099374999999977,198,4
27,1,0.0459437499999998,198,2
28,0,0.14956874999999997,198,3
29,-2,0.25796875000000036,198,4
30,1,0.018000000000000117,198,4
31,-1,0.12221783876500883,198,4
32,1,0.11131079545454559,198,4
33,-1,-0.061131249999999526,198,2
34,1,-0.008112499999999795,198,4
35,0,-0.13627500000000034,198,3
36,-2,0.09081249999999988,198,4
37,0,-0.025337500000000103,198,4
38,0,0.08577499999999984,198,3
39,3,1.5625000000002442e-4,198,2
40,0,-0.06814375000000002,198,5
41,-2,0.2974187499999997,198,4
42,1,0.05436894409937897,198,4
43,0,-0.09178124999999952,198,3
44,-2,-0.014806250000000265,198,4
45,1,-0.0963687499999998,198,4
46,0,-0.8275000000000001,198,5
1,0,0.016606944444445028,197,2
2,0,0.06109374999999978,197,4
3,-2,-0.01574374999999962,197,5
4,1,-0.02426250000000013,197,4
5,0,0.2393375000000006,197,4
6,-2,-0.019187500000000524,197,1
7,0,0.05716563146997906,197,5
8,0,0.008687500000000199,197,1
9,3,-0.03747500000000023,197,2
10,-1,-0.013541062801932563,197,1
11,1,-0.017300000000000232,197,5
12,-1,-0.030218749999999482,197,5
13,0,-0.01563699102829555,197,4
14,0,0.2730624999999997,197,2
15,3,0.19338749999999963,197,1
16,-1,0.015412500000000212,197,1
17,0,-0.01723749999999974,197,4
18,2,0.3683735849056605,197,5
19,0,0.28357499999999985,197,4
20,0,-0.07939999999999973,197,4
21,-3,-0.0976124999999997,197,2
22,1,0.21598749999999983,197,5
23,0,-0.025599999999999734,197,5
24,0,0.27180624999999947,197,5
25,-3,-0.07082499999999971,197,4
26,1,0.35858750000000045,197,5
27,0,-0.10495624999999963,197,2
28,-2,0.2026687499999998,197,1
29,0,0.3464812500000002,197,4
30,2,0.12851875000000004,197,5
31,0,0.3872187499999997,197,1
32,-2,0.2253875000000002,197,4
33,0,0.31505625000000015,197,5
34,2,-0.2742499999999999,197,5
35,-1,0.22532499999999997,197,2
36,0,-0.013912499999999961,197,1
37,2,-0.03253124999999984,197,5
38,-1,-0.20208749999999953,197,2
39,1,0.029150000000000464,197,5
40,-1,0.10046875,197,5
41,1,-0.1469,197,2
42,-1,-0.03478541666666643,197,5
43,1,-0.021093749999999783,197,4
44,-1,0.11704844720496851,197,3
45,1,-0.12583124999999987,197,5
46,0,0.44123749999999984,197,1
1,0,-0.2233740510697029,196,2
2,0,0.09732499999999972,196,4
3,-2,0.10465562456866807,196,4
4,1,0.5805875000000003,196,2
5,0,0.18607500000000005,196,4
6,0,-0.08833125000000037,196,4
7,-3,0.22338750000000018,196,5
8,0,0.3283657694962039,196,4
9,0,0.32836250000000033,196,2
10,3,-0.18778124999999984,196,4
11,-1,-0.0283687500000001,196,4
12,1,0.12621249999999984,196,4
13,0,0.36986666666666657,196,2
14,0,0.0158875000000001,196,2
15,-3,0.23757500000000026,196,4
16,1,0.1733437499999997,196,4
17,-1,0.056656250000000234,196,4
18,0,-0.015399999999999919,196,4
19,2,0.21528750000000038,196,2
20,0,0.00874999999999988,196,5
21,-2,-0.12069374999999981,196,0
22,1,0.02285972222222215,196,4
23,-1,0.013831250000000388,196,2
24,1,0.1367750000000005,196,4
25,0,0.08914027777777739,196,4
26,-2,0.043062500000000226,196,2
27,0,-0.024131249999999754,196,4
28,2,0.31154374999999973,196,4
29,-1,0.024912500000000354,196,5
30,1,0.17203125000000002,196,1
31,-1,-0.11106874999999974,196,4
32,0,0.07732499999999984,196,4
33,2,0.2966687500000002,196,2
34,-1,0.015562500000000085,196,4
35,1,-0.022406249999999694,196,2
36,-1,0.25022500000000003,196,5
37,1,-0.08303750000000011,196,4
38,-1,0.1804625000000002,196,2
39,0,0.08034374999999974,196,2
40,0,-0.3939187499999998,196,4
41,3,0.08544375000000015,196,2
42,0,-0.08573750000000008,196,4
43,-2,-0.09258124999999987,196,4
44,0,0.115475,196,4
45,2,0.25564375000000056,196,2
46,0,0.05629375000000002,196,4
1,0,1.0011304347826084,195,3
2,0,0.08900691823899388,195,4
3,-2,0.05130624999999998,195,4
4,0,0.09604374999999996,195,4
5,0,0.05894375000000002,195,3
6,3,0.091112491373361,195,2
7,-1,0.24586875000000016,195,2
8,0,0.03344715909090908,195,3
9,2,-0.11163124999999999,195,3
10,0,0.009068749999999912,195,2
11,-2,0.015968750000000184,195,2
12,1,0.12071875000000025,195,4
13,0,-3.7499999999938136e-4,195,3
14,-2,-0.0811250000000002,195,4
15,1,-0.13641249999999996,195,5
16,-1,-0.07426875000000002,195,4
17,1,0.16389375000000023,195,3
18,0,0.0605375000000001,195,3
19,-2,-0.13105625000000054,195,2
20,1,0.10980625000000017,195,4
21,0,-0.09711875000000006,195,3
22,0,-0.03872499999999983,195,4
23,-3,-0.04881249999999964,195,5
24,0,0.19639999999999946,195,3
25,0,-0.06594999999999991,195,3
26,3,-0.026475000000000325,195,2
27,0,-0.03651250000000026,195,1
28,0,0.08164829545454533,195,2
29,-3,-0.013806249999999859,195,4
30,1,0.3121624999999998,195,5
31,-1,-0.04803749999999983,195,4
32,0,-0.060199999999999886,195,3
33,2,-0.0814312500000002,195,3
34,-1,-0.05442499999999996,195,2
35,0,-0.024387499999999736,195,3
36,2,0.13486250000000002,195,3
37,-1,-0.08508749999999984,195,2
38,0,-0.05008749999999983,195,3
39,2,0.2188562499999997,195,3
40,-1,-0.048299999999999524,195,2
41,1,0.03421874999999991,195,4
42,-1,-0.00306226415094327,195,4
43,1,-0.10578750000000055,195,3
44,-1,-0.12935625,195,3
45,1,-0.12928124999999974,195,4
46,0,-0.055431250000000015,195,4
1,0,0.22874465148378198,193,4
2,0,-0.04417500000000095,193,5
3,-2,0.7898937500000001,193,3
4,0,0.0612937500000002,193,4
5,0,-0.3162874999999997,193,4
6,3,-0.012681250000000598,193,2
7,0,0.2868875000000005,193,3
8,0,-0.13273125000000088,193,5
9,-3,0.07315000000000034,193,4
10,1,0.050262499999999634,193,4
11,-1,0.14912499999999937,193,3
12,0,0.10778124999999938,193,2
13,0,-0.1911875000000015,193,4
14,3,0.00516249999999997,193,1
15,-1,-0.09995625000000001,193,3
16,1,-0.003812499999999608,193,4
17,0,0.3339374999999989,193,4
18,-2,-0.008100000000000995,193,3
19,0,-0.1220812499999993,193,4
20,2,0.7404875000000006,193,3
21,0,-0.1259420289855074,193,1
22,-2,0.12818750000000065,193,2
23,1,0.11144374999999931,193,5
24,-1,-0.10662500000000019,193,4
25,1,0.07352500000000092,193,3
26,-1,0.0029999999999993586,193,5
27,0,-0.0015624999999989786,193,4
28,2,0.2729602484472057,193,2
29,-1,0.43812578616352077,193,3
30,1,-0.14526250000000052,193,4
31,0,0.09504999999999977,193,4
32,0,-0.31648713550600355,193,3
33,-3,0.6104312499999995,193,2
34,1,-0.35843749999999913,193,5
35,-1,0.030856250000000095,193,4
36,0,0.17464999999999953,193,3
37,2,0.20907500000000018,193,4
38,0,-0.04762500000000001,193,1
39,-2,0.007900000000000296,193,3
40,0,0.7800249999999997,193,5
41,2,-0.5242788129744655,193,4
42,-1,0.010293749999999413,193,1
43,1,-0.01792499999999958,193,2
44,-1,-0.3131562499999998,193,4
45,1,-0.47256250000000005,193,3
46,0,0.28621739130434776,193,4
1,0,0.4908764665286406,191,5
2,-1,-0.23543750000000077,191,2
3,1,-0.3061562500000004,191,3
4,0,-0.18685624999999992,191,2
5,-2,-0.03387500000000056,191,4
6,1,-0.14753472222222172,191,4
7,-1,0.08787499999999965,191,2
8,1,0.008687500000000226,191,5
9,-1,-0.02756249999999989,191,2
10,1,-0.0016704545454532926,191,0
11,0,-0.1525624999999993,191,2
12,-2,0.35648124999999997,191,5
13,1,-0.09005625000000093,191,5
14,-1,-0.04681249999999974,191,2
15,1,-0.3023125000000004,191,0
16,-1,0.036937499999999034,191,2
17,0,-0.18124999999999994,191,5
18,2,0.8105,191,2
19,-1,0.1382500000000007,191,3
20,1,0.31468749999999945,191,4
21,0,0.13231250000000014,191,2
22,0,0.9341249999999992,191,4
23,-3,0.029687499999998777,191,4
24,1,0.06693750000000023,191,3
25,0,0.26856249999999954,191,3
26,0,0.022312500000001047,191,4
27,-3,-0.04631250000000001,191,5
28,0,0.3698490566037736,191,4
29,2,0.20456250000000048,191,5
30,-1,-0.44824999999999915,191,4
31,0,0.6634374999999987,191,3
32,2,-0.3234375000000009,191,2
33,-1,-0.3244375,191,4
34,0,-0.020249999999999123,191,3
35,2,0.04406249999999986,191,5
36,0,0.37224999999999975,191,3
37,-2,0.40062500000000006,191,4
38,0,0.48206250000000034,191,4
39,0,0.08587499999999895,191,5
40,3,0.07768750000000076,191,3
41,0,-0.1565976535541753,191,5
42,-2,0.023937499999999244,191,4
43,0,0.31918749999999974,191,2
44,0,-0.2968750000000002,191,4
45,3,0.036562499999999984,191,4
46,0,0.13568750000000046,191,5
1,0,-0.05978743961352648,188,1
2,0,-0.029499999999999926,188,2
3,0,-0.023800000000000023,188,1
4,-3,-0.01947499999999985,188,2
5,1,-0.013181249999999948,188,3
6,-1,-0.012173611111111137,188,3
7,0,-0.005781249999999958,188,3
8,2,0.004262500000000007,188,3
9,-1,0.027012499999999936,188,3
10,0,-0.019041407867494736,188,2
11,2,-0.007937499999999868,188,3
12,-1,0.11277500000000001,188,4
13,1,-0.01666250000000007,188,3
14,-1,-0.02995624999999997,188,3
15,0,-0.00793124999999988,188,4
16,0,0.00390624999999991,188,2
17,3,-0.011842767295597433,188,3
18,0,0.16881249999999995,188,4
19,0,-0.021993750000000017,188,4
20,-3,-0.02486874999999994,188,5
21,1,-0.0034624999999998533,188,3
22,-1,0.30546249999999997,188,3
23,0,-0.03951250000000007,188,4
24,0,0.060143749999999906,188,1
25,3,-0.040731538992408764,188,3
26,-1,-0.03620000000000002,188,4
27,0,-0.039924999999999954,188,3
28,2,0.06232499999999994,188,3
29,0,0.1758944444444445,188,4
30,-2,0.010912499999999865,188,0
31,1,0.56333125,188,3
32,-1,-0.075749571183533565,188,0
33,1,-0.060499999999999735,188,4
34,0,0.021356249999999858,188,4
35,-2,0.10300624999999998,188,5
36,1,0.007406249999999862,188,3
37,0,0.08428333333333335,188,3
38,-2,0.03316250000000005,188,5
39,1,-0.008437499999999784,188,3
40,0,-0.04517840909090913,188,4
41,-2,0.35831250000000014,188,3
42,0,-0.12395624999999989,188,2
43,2,-0.08389375000000006,188,0
44,-1,0.041487499999999955,188,3
45,1,0.22630683229813678,188,4
46,0,-0.006587499999999838,188,4
1,0,0.06848749999999997,186,3
2,0,-0.015556249999999976,186,2
3,-2,-0.015325000000000095,186,4
4,0,-0.015702553485162193,186,4
5,2,-0.013974999999999956,186,3
6,0,-0.014693750000000037,186,1
7,0,-0.01800625000000005,186,3
8,-3,-0.014962500000000002,186,4
9,1,-0.008818750000000052,186,5
10,0,-0.00969374999999993,186,4
11,0,-0.0036888198757764118,186,3
12,-3,0.020487500000000006,186,4
13,1,0.04792499999999994,186,5
14,0,-0.0014312500000000013,186,4
15,-2,0.023831250000000023,186,3
16,0,-0.010837499999999918,186,4
17,2,-0.01629374999999986,186,2
18,0,-0.014734027777777731,186,1
19,-2,0.04507499999999992,186,3
20,0,0.00565625000000014,186,4
21,0,0.02904583333333338,186,4
22,3,0.07750625000000005,186,2
23,-1,-0.042256249999999926,186,1
24,0,-0.03690496894409942,186,3
25,0,0.0708062500000002,186,2
26,3,0.08224999999999992,186,2
27,-1,0.015475000000000202,186,1
28,1,0.06250208333333358,186,2
29,-1,-0.01839374999999993,186,3
30,0,-0.012693749999999953,186,4
31,2,-0.015306250000000035,186,4
32,-1,-0.020340340909091044,186,2
33,1,-0.019637499999999967,186,4
34,0,-0.017693750000000008,186,4
35,-2,-0.015356249999999847,186,3
36,0,-0.0016687500000000036,186,5
37,2,-0.010318467695826315,186,4
38,-1,0.021543749999999987,186,2
39,1,-0.005468750000000003,186,2
40,-1,0.03341249999999991,186,4
41,1,0.007775000000000014,186,3
42,-1,-0.005881249999999931,186,3
43,1,-0.007268749999999905,186,2
44,-1,-0.006506250000000014,186,4
45,1,0.024574999999999923,186,3
46,0,-0.01355624999999997,186,4
1,0,-0.03341614906832286,184,4
2,0,-0.09753647798742139,184,2
3,-2,-0.04493749999999996,184,3
4,1,-0.01967500000000004,184,4
5,0,-0.02835955831608003,184,2
6,-2,-0.012693750000000056,184,3
7,0,-0.0067437499999999945,184,4
8,2,-0.03841875,184,2
9,0,-0.061143750000000045,184,2
10,-2,-0.03175597484276735,184,4
11,1,-0.014812500000000058,184,4
12,0,-0.0926875000000001,184,2
13,0,-0.25254999999999994,184,4
14,-3,-0.08459999999999993,184,4
15,0,-0.02835000000000005,184,4
16,2,0.0391812500000001,184,3
17,-1,-0.21803125000000018,184,2
18,0,-0.03611874999999988,184,4
19,0,-0.33662499999999995,184,2
20,3,-0.12138124999999989,184,2
21,0,0.08656874999999989,184,2
22,-2,-0.07266874999999985,184,4
23,1,-0.04494374999999999,184,4
24,-1,0.020912500000000035,184,4
25,1,-0.0038437500000000372,184,4
26,0,0.06275624999999989,184,3
27,0,-0.016068750000000208,184,4
28,-3,-0.09588125000000007,184,4
29,1,-0.04697556818181822,184,4
30,-1,-0.07178750000000016,184,3
31,1,-0.004224999999999831,184,4
32,-1,0.26173749999999996,184,2
33,0,-0.10563124999999994,184,4
34,0,-0.13301874999999988,184,0
35,3,-0.15630624999999995,184,3
36,-1,0.10456249999999988,184,3
37,1,-0.09707499999999966,184,4
38,-1,-0.07909375000000005,184,4
39,0,-0.04179375000000012,184,4
40,2,-0.010337499999999954,184,3
41,-1,-0.022275,184,2
42,0,0.011512500000000122,184,4
43,2,-0.07766249999999968,184,3
44,-1,-0.07751875000000014,184,0
45,1,-0.007181250000000141,184,4
46,0,0.1401375000000001,184,3
1,0,0.4111402777777779,174,5
2,0,-0.03759999999999965,174,3
3,0,0.20905625000000022,174,4
4,-3,-0.07734374999999963,174,5
5,1,0.07782500000000017,174,3
6,0,-0.04153773584905622,174,1
7,-2,-0.05121875000000017,174,2
8,1,-0.005249999999999805,174,4
9,-1,-0.08835472739820588,174,1
10,0,-0.0493687499999995,174,3
11,2,-0.016543750000000076,174,2
12,-1,-0.04397500000000017,174,1
13,1,-0.0890096590909093,174,3
14,-1,-0.06169119496855348,174,4
15,1,0.20329374999999988,174,3
16,-1,0.11974374999999986,174,1
17,0,0.30806875000000006,174,2
18,0,0.13158125,174,4
19,3,0.34548749999999995,174,3
20,0,0.06094999999999998,174,2
21,-2,0.10798125000000028,174,4
22,0,0.2686500000000002,174,3
23,2,-0.13111874999999987,174,2
24,-1,0.0809625,174,1
25,1,0.04650624999999981,174,3
26,0,0.2541062499999999,174,3
27,-2,-0.054762499999999874,174,4
28,0,0.014668750000000012,174,4
29,2,-0.09987499999999966,174,3
30,-1,0.4033250000000005,174,2
31,0,-0.04084403036576961,174,3
32,0,-0.009493749999999784,174,3
33,3,0.034231249999999866,174,2
34,-1,0.007796022727272872,174,1
35,0,-0.027606250000000113,174,4
36,2,0.05630000000000003,174,3
37,0,0.2743562499999997,174,2
38,0,0.3529902777777781,174,2
39,-3,0.18805408805031448,174,3
40,1,0.5591312499999999,174,4
41,-1,0.3969062499999996,174,3
42,1,0.2009875000000001,174,3
43,0,0.12627500000000008,174,4
44,-2,-0.0697312499999994,174,4
45,1,0.11613750000000006,174,3
46,0,0.1264062500000003,174,4
1,0,0.27275555555555575,172,2
2,0,-0.22717500000000035,172,3
3,0,0.12336249999999994,172,2
4,-3,0.08290000000000003,172,3
5,0,0.17696874999999984,172,4
6,2,-0.07207500000000006,172,1
7,-1,-0.05011250000000022,172,1
8,0,-0.002531250000000135,172,3
9,0,0.336957118353345,172,3
10,3,0.14070000000000008,172,2
11,-1,0.019187499999999708,172,2
12,1,0.3988750000000004,172,2
13,-1,-0.12695625,172,3
14,1,-0.037524999999999996,172,4
15,0,0.11019374999999991,172,3
16,-2,-0.0821874999999998,172,4
17,1,-0.14128749999999957,172,4
18,-1,0.1076999999999998,172,2
19,0,-0.22110624999999984,172,4
20,0,0.021125000000000088,172,2
21,3,-0.04754374999999984,172,2
22,0,-0.05594374999999995,172,3
23,0,0.26141875,172,4
24,-3,0.1304562500000001,172,2
25,1,0.06626818181818192,172,4
26,0,-0.014662499999999903,172,3
27,-2,0.3788499999999999,172,3
28,1,0.14359374999999952,172,4
29,-1,-9.336763865066767e-4,172,3
30,1,0.03957500000000003,172,5
31,-1,-0.023101388888889213,172,3
32,1,-0.21064375000000019,172,4
33,0,-0.2007000000000006,172,4
34,-2,-0.03796163522012539,172,5
35,0,0.03848125000000023,172,5
36,2,-0.10406250000000009,172,4
37,0,0.017718749999999645,172,4
38,-2,0.22480624999999985,172,5
39,0,0.05981249999999986,172,5
40,2,-0.11908125000000024,172,4
41,-1,-0.018731249999999783,172,3
42,0,0.06703750000000006,172,4
43,2,0.23988124999999977,172,4
44,-1,0.03679374999999994,172,4
45,1,0.35882500000000006,172,5
46,0,0.1159625000000003,172,3
1,0,-0.022597515527950605,170,4
2,-1,-0.19536022727272762,170,4
3,0,-0.03773124999999966,170,3
4,0,-0.03201794340924777,170,4
5,3,-0.02633011363636368,170,4
6,0,-0.06379374999999964,170,3
7,-2,-0.06373749999999968,170,4
8,0,-0.1536875000000004,170,4
9,2,-0.02647499999999995,170,4
10,0,-0.05053749999999946,170,2
11,-2,-0.06589375000000007,170,2
12,0,0.17314375000000023,170,4
13,2,-0.1347875,170,4
14,0,-0.04768819875776347,170,4
15,0,-0.02748427672955945,170,4
16,-3,0.14211250000000017,170,4
17,1,0.021143750000000034,170,4
18,-1,0.08452499999999986,170,4
19,1,0.14251000690131138,170,2
20,-1,-0.03946249999999988,170,2
21,0,0.33518125000000004,170,2
22,0,-0.11366250000000035,170,4
23,3,-0.09772500000000017,170,4
24,-1,-0.1866812500000005,170,4
25,0,-0.11453750000000038,170,4
26,2,0.005668750000000245,170,4
27,-1,-0.14765625000000035,170,2
28,1,-0.18413750000000023,170,2
29,-1,-0.10688124999999994,170,2
30,0,-0.28327500000000005,170,2
31,2,-0.11130624999999972,170,4
32,-1,-0.1547500000000002,170,2
33,1,0.3082937500000001,170,4
34,-1,0.1962812500000003,170,4
35,1,0.13828124999999994,170,4
36,0,-0.08926875000000015,170,2
37,-2,0.1600250000000003,170,4
38,1,-0.3178312499999998,170,4
39,0,0.26024375000000005,170,4
40,0,-0.015398136645962412,170,4
41,-3,-0.3597812500000002,170,4
42,1,0.15782500000000013,170,2
43,0,0.4322937500000005,170,4
44,-2,0.38519999999999943,170,4
45,1,-0.11680000000000028,170,4
46,0,-0.1084624999999999,170,2
1,0,0.3609423611111111,168,2
2,-1,-0.10881989708404785,168,3
3,1,0.18104999999999993,168,3
4,0,0.12511874999999995,168,2
5,-2,0.04037500000000018,168,4
6,1,0.07144311034877063,168,4
7,0,-0.2523437500000001,168,3
8,0,0.6440374999999998,168,3
9,-3,0.42713125000000013,168,4
10,0,0.8744937499999997,168,4
11,2,0.3975440993788822,168,4
12,-1,0.4831761006289307,168,5
13,0,0.6680500000000001,168,4
14,0,0.5587375000000004,168,4
15,3,0.2543000000000003,168,4
16,-1,0.5773562499999998,168,3
17,0,0.2451750000000001,168,3
18,0,0.19429374999999993,168,3
19,3,0.42113457556935835,168,5
20,-1,0.27715625000000027,168,5
21,0,0.49454375,168,4
22,2,0.40303125000000006,168,4
23,0,0.08946249999999974,168,1
24,-2,0.04644374999999995,168,4
25,1,0.2987999999999997,168,5
26,0,0.13123750000000026,168,5
27,0,-0.017162499999999775,168,3
28,-3,0.26438124999999985,168,4
29,0,0.17036250000000044,168,4
30,2,0.21942500000000012,168,4
31,0,0.047043750000000016,168,3
32,-2,-0.046449999999999846,168,4
33,1,-0.010242236024844953,168,3
34,0,-0.04687499999999996,168,4
35,-2,0.07968125000000038,168,2
36,0,0.1155250000000002,168,4
37,2,-0.0965562500000001,168,5
38,-1,-0.016256250000000326,168,2
39,1,0.07823749999999957,168,2
40,-1,-0.0477437500000003,168,3
41,1,0.05153749999999988,168,4
42,-1,0.06295000000000023,168,4
43,1,-0.07283125000000026,168,3
44,-1,-0.026212499999999823,168,4
45,1,-0.017637499999999688,168,4
46,0,-0.03889513888888886,168,4
1,0,0.06723125000000006,165,3
2,-1,-0.07729999999999969,165,4
3,0,-0.07164999999999987,165,4
4,0,-0.04164374999999969,165,2
5,3,-0.1306625000000002,165,2
6,-1,-0.060043749999999715,165,1
7,1,0.1507249999999999,165,4
8,-1,-0.14266250000000041,165,5
9,1,-0.09102499999999991,165,5
10,0,-0.08653749999999988,165,5
11,0,-0.03554374999999989,165,2
12,-3,-0.03175624999999978,165,5
13,1,-0.02207500000000024,165,5
14,0,-0.004393750000000312,165,4
15,-2,0.2642256728778467,165,5
16,1,-0.07927500000000041,165,5
